	document_idx	title	sentence	sentence_type
2974	2223	Molecular cloning and heterologous expression of pea seedling copper amine oxidase.	The deduced amino acid sequence, consisting of 674 residues including the signal peptide, agreed well with those reported for the enzymes from a different cultivar of P. sativum and other plant sources, except for several evolutionary replacements located mostly on the molecular surface.	none_sent
2975	2223	Molecular cloning and heterologous expression of pea seedling copper amine oxidase.	These results strongly suggest that the Tyr-derived redox cofactor, 2,4,5-trihydroxyphenylalanylquinone (topa quinone, TPQ), is produced in the plant enzyme by post-translational modification that proceeds through the copper-dependent, self-processing mechanism, as in the enzymes from bacteria and ye	none_sent
2976	2224	Whey protein-based coatings on frozen Atlantic salmon (Salmo salar): Influence of the plasticiser and the moment of coating on quality preservation.	 The effects of different whey protein concentrate coating formulations (with or without glycerol or sorbitol in two proportions) on frozen Atlantic salmon quality parameters were evaluated.	none_sent
2977	2224	Whey protein-based coatings on frozen Atlantic salmon (Salmo salar): Influence of the plasticiser and the moment of coating on quality preservation.	WPC+glycerol (1:1) coating was the best for frozen Atlantic salmon protection.	none_sent
2978	2226	The novel trypsin Y from Atlantic cod (Gadus morhua) - isolation, purification and characterisation.	 This report describes the isolation and partial characterization of the novel group III trypsin Y from the pyloric caeca of Atlantic cod.	none_sent
2979	2226	The novel trypsin Y from Atlantic cod (Gadus morhua) - isolation, purification and characterisation.	Identification of trypsin Y was done with polyclonal antibodies raised towards the recombinant form of the enzyme and by MALDI-TOF mass spectrometry.	none_sent
2980	2227	Probiotics in foods not containing milk or milk constituents, with special reference to Lactobacillus plantarum 299v.	The product is a lactic acid fermented oatmeal gruel that is mixed in a fruit drink.	none_sent
2981	2227	Probiotics in foods not containing milk or milk constituents, with special reference to Lactobacillus plantarum 299v.	The strain L. plantarum 299v originates from the human intestinal mucosa and has been shown in rats to decrease translocation, improve mucosal status, improve liver status, improve the immunologic status of the mucosa, and reduce mucosal inflammation.	none_sent
2982	2228	In vitro and in vivo inhibition of human flavin-containing monooxygenase form 3 (FMO3) in the presence of dietary indoles.	The effect of consumption of glucosinolate-containing Brussels sprouts on flavin-containing monooxygenase functional activity in humans was investigated in 10 healthy, male, non-smoking volunteers.	none_sent
2983	2228	In vitro and in vivo inhibition of human flavin-containing monooxygenase form 3 (FMO3) in the presence of dietary indoles.	Human flavin-containing monooxygenase activity was measured by determining the levels of urinary trimethylamine and trimethylamine N-oxide.	none_sent
2984	2231	Carbon monoxide as a novel central pyrogenic mediator.	and hemin (10 microg, i.c.v.)	key_sent
2985	2231	Carbon monoxide as a novel central pyrogenic mediator.	Pretreatment with indomethacin completely inhibited CO- and hemin-induced fever.	key_sent
2986	2231	Carbon monoxide as a novel central pyrogenic mediator.	Zinc protoporphyrin-IX (10 microg, i.c.v.)	key_sent
2987	2231	Carbon monoxide as a novel central pyrogenic mediator.	or ODQ (50 microg, i.c.v.)	key_sent
2988	2231	Carbon monoxide as a novel central pyrogenic mediator.	partially reduced hemin-induced febrile response.	key_sent
2989	2231	Carbon monoxide as a novel central pyrogenic mediator.	Dibutyryl-cGMP (100 microg, i.c.v.)	key_sent
2990	2231	Carbon monoxide as a novel central pyrogenic mediator.	produced profound febrile response and this febrile response was attenuated by indomethacin.	key_sent
2991	2232	Warfarin skin necrosis: recurrence in the absence of anticoagulant therapy.	One month later new areas of skin necrosis developed although the patient had received no further warfarin.	none_sent
2992	2232	Warfarin skin necrosis: recurrence in the absence of anticoagulant therapy.	Vitamin K deficiency was present on admission.	none_sent
2993	2234	Sample preprocessing method for residual quinolones in honey using immunoaffinity resin.	No interfering peak was found on the chromatograms of honey samples.	none_sent
2994	2234	Sample preprocessing method for residual quinolones in honey using immunoaffinity resin.	The recoveries of quinolones from samples were over 70% at fortification levels of 20 ng/g (for norfloxacin, ciprofloxacin and enrofloxacin) and 10 ng/g (for danofloxacin).	none_sent
2995	2237	Baicalein reduces the occurrence of cirrhotic endotoxemia by reducing intestinal mucosal apoptosis.	Baicalein (BA), a flavonoid originally isolated from H. qin, has shown a wide range of biological activities.	none_sent
2996	2237	Baicalein reduces the occurrence of cirrhotic endotoxemia by reducing intestinal mucosal apoptosis.	This study was to evaluate whether baicalein, can reduce the intestinal mucosal cell apoptosis caused by cirrhotic endotoxemia and its possible mechanisms.For this purpose, compound factors modeling was used to establish endotoxemic cirrhotic rat model.	none_sent
2997	2237	Baicalein reduces the occurrence of cirrhotic endotoxemia by reducing intestinal mucosal apoptosis.	Firstly, we evaluated endotoxin, ALT, AST and TBIL levels after the baicalein treatment (20 mg/kg, i.v.).	none_sent
2998	2237	Baicalein reduces the occurrence of cirrhotic endotoxemia by reducing intestinal mucosal apoptosis.	RT-PCR was used to detect the expression levels of gene Bcl-2 mRNA and Bax mRNA in intestinal mucosal tissues.	none_sent
2999	2237	Baicalein reduces the occurrence of cirrhotic endotoxemia by reducing intestinal mucosal apoptosis.	Caspase-3 activity of intestinal tissue was detected with colorimetric method in our experiments.After treatment with BA, the serum endotoxin concentration, the intestinal mucosal apoptosis rate and the activity of caspase-3 of the baicalein group were significantly lower than that of the model and the glutamine group.	key_sent
3000	2237	Baicalein reduces the occurrence of cirrhotic endotoxemia by reducing intestinal mucosal apoptosis.	The serum ALT, AST and TBIL concentration of the BA group were significantly lower than that of the model group.	key_sent
3001	2237	Baicalein reduces the occurrence of cirrhotic endotoxemia by reducing intestinal mucosal apoptosis.	The body weight of the baicalein group was significantly lower than that of the normal group, but it was higher than that of the model group.	none_sent
3002	2241	Phenolic compounds of the Australian native herb Prostanthera rotundifolia and their biological activities.	Phenolic compounds were extracted with 80% (v/v) aqueous methanol and purified by liquid chromatography.	none_sent
3003	2241	Phenolic compounds of the Australian native herb Prostanthera rotundifolia and their biological activities.	Compared to spearmint, mint bush showed comparable antioxidant capacity, stronger inhibitory activity on pancreatic lipase and comparable and lower activity on α-glucosidase and hyaluronidase, respectively.	key_sent
3004	2242	(-)Epigallocatechin-3-gallate prevents the reserpine-induced impairment of short-term social memory in rats.	EGCG treatment (100 and 300 mg/kg, intraperitoneal, for 7 days, starting 6 days before the reserpine injection) could improve the worsened social memory of reserpine-treated rats.	key_sent
3005	2242	(-)Epigallocatechin-3-gallate prevents the reserpine-induced impairment of short-term social memory in rats.	Also, EGCG treatment reduced reserpine-induced lipid peroxidation and enhanced the antioxidation power in the hippocampi of reserpine-treated rats.	key_sent
3006	2242	(-)Epigallocatechin-3-gallate prevents the reserpine-induced impairment of short-term social memory in rats.	These results suggest a protective effect of EGCG in treating reserpine-induced impairment of memory, most probably through its powerful antioxidative activities.	key_sent
3007	2243	Subinhibitory Concentrations of Trimethoprim and Sulfamethoxazole Prevent Biofilm Formation by Acinetobacter baumannii through Inhibition of Csu Pilus Expression.	 Acinetobacter baumannii is emerging as a multidrug-resistant nosocomial pathogen of increasing threat to human health worldwide.	none_sent
3008	2243	Subinhibitory Concentrations of Trimethoprim and Sulfamethoxazole Prevent Biofilm Formation by Acinetobacter baumannii through Inhibition of Csu Pilus Expression.	Here we show that, in opposition to previous reports, the common laboratory strain ATCC 17978 produces Csu pili.	none_sent
3009	2243	Subinhibitory Concentrations of Trimethoprim and Sulfamethoxazole Prevent Biofilm Formation by Acinetobacter baumannii through Inhibition of Csu Pilus Expression.	We found that, although ATCC 17978 was resistant to sulfamethoxazole (Smx) and trimethoprim (Tmp), subinhibitory concentrations of these antibiotics abolished the expression of Csu and consequently produced a dramatic reduction in biofilm formation by ATCC 17978.	none_sent
3010	2243	Subinhibitory Concentrations of Trimethoprim and Sulfamethoxazole Prevent Biofilm Formation by Acinetobacter baumannii through Inhibition of Csu Pilus Expression.	Smx and Tmp acted synergistically to inhibit the enzymatic systems involved in the bacterial synthesis of tetrahydrofolate (THF), which is required for the synthesis of nucleotides.	key_sent
3011	2243	Subinhibitory Concentrations of Trimethoprim and Sulfamethoxazole Prevent Biofilm Formation by Acinetobacter baumannii through Inhibition of Csu Pilus Expression.	The effects of these antibiotics were partially relieved by exogenous THF addition, indicating that Smx and Tmp turn off Csu assembly by inducing folate stress.	key_sent
3012	2244	Harvest date affects aronia juice polyphenols, sugars, and antioxidant activity, but not anthocyanin stability.	Juice hydroxycinnamic acids decreased 33% from the first week, while proanthocyanidins increased 64%.	none_sent
3013	2244	Harvest date affects aronia juice polyphenols, sugars, and antioxidant activity, but not anthocyanin stability.	Juice fructose and glucose plateaued at the fourth week, but sorbitol increased 40% to the seventh harvest week.	none_sent
3014	2244	Harvest date affects aronia juice polyphenols, sugars, and antioxidant activity, but not anthocyanin stability.	Aronia juice pigment density increased due to anthocyanin concentration, and polyphenol copigmentation did not significantly affect juice pigmentation.	none_sent
